education,hours-per-week,sex,age,race,workclass,Major_Group,Age_Group
Bachelors,40,Female,42,Asian-Pac-Islander,Private,Business,36–45
Masters,65,Male,39,White,Private,Other,36–45
Less than HS,40,Male,31,White,Self-emp-not-inc,Other,26–35
Bachelors,20,Male,28,White,State-gov,Health,26–35
Bachelors,50,Female,36,White,Private,Health,36–45
Some-college,40,Female,42,White,State-gov,Business,36–45
HS-grad,40,Male,62,White,Private,Other,56–65
HS-grad,24,Male,21,White,Private,Other,18–25
Some-college,20,Female,21,Other,Private,Business,18–25
Some-college,25,Female,22,White,Private,Other,18–25
Less than HS,40,Male,30,White,Private,Other,26–35
HS-grad,40,Female,64,White,Private,Other,56–65
Bachelors,28,Female,28,White,Private,Business,26–35
Assoc-acdm,40,Male,41,White,Self-emp-not-inc,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,25,White,Private,Other,18–25
HS-grad,40,Male,27,White,Private,Other,26–35
Assoc-acdm,44,Male,40,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,58,White,Private,Business,56–65
Prof-school,99,Female,31,White,Private,Law & Public Policy,26–35
HS-grad,40,Female,50,White,Local-gov,Other,46–55
HS-grad,40,Male,27,White,Private,Other,26–35
Bachelors,40,Male,50,White,Private,Business,46–55
HS-grad,40,Male,45,Black,Private,Other,36–45
Less than HS,40,Male,33,Black,Private,Other,26–35
Some-college,40,Male,62,White,Private,Business,56–65
HS-grad,40,Male,38,White,Private,Other,36–45
Some-college,35,Female,19,White,Private,Other,18–25
Less than HS,30,Female,30,Black,Private,Other,26–35
Some-college,25,Female,38,White,Private,Business,36–45
HS-grad,99,Male,42,White,Self-emp-not-inc,Other,36–45
Some-college,25,Male,49,White,Self-emp-inc,Business,46–55
Masters,50,Male,53,White,Private,Other,46–55
Some-college,40,Male,45,White,Local-gov,Engineering,36–45
Some-college,40,Female,24,Black,Private,Business,18–25
Assoc-voc,35,Female,29,White,Private,Industrial Arts & Consumer Services,26–35
Some-college,30,Female,24,White,Private,Business,18–25
Assoc-voc,55,Male,25,White,Self-emp-inc,Industrial Arts & Consumer Services,18–25
Less than HS,40,Male,51,Amer-Indian-Eskimo,State-gov,Other,46–55
Some-college,8,Female,19,White,Private,Business,18–25
Some-college,52,Male,38,White,Private,Engineering,36–45
HS-grad,40,Female,60,White,Private,Other,56–65
HS-grad,40,Male,29,White,Self-emp-not-inc,Other,26–35
Less than HS,40,Female,28,Amer-Indian-Eskimo,Federal-gov,Other,26–35
HS-grad,45,Male,36,White,Private,Other,36–45
Assoc-acdm,40,Male,24,White,Private,Industrial Arts & Consumer Services,18–25
Assoc-acdm,38,Female,43,White,Private,Industrial Arts & Consumer Services,36–45
Prof-school,55,Male,29,White,Self-emp-inc,Law & Public Policy,26–35
Prof-school,25,Male,67,White,Self-emp-not-inc,Law & Public Policy,66+
HS-grad,40,Male,20,White,Private,Other,18–25
Some-college,20,Male,21,Asian-Pac-Islander,Private,Other,18–25
Less than HS,40,Male,20,White,Private,Other,18–25
Assoc-acdm,60,Male,42,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,10,Female,20,White,Private,Other,18–25
HS-grad,35,Male,19,White,Local-gov,Other,18–25
HS-grad,45,Male,34,White,Private,Other,26–35
Bachelors,45,Female,40,White,Local-gov,Health,36–45
Some-college,25,Female,33,Black,Private,Other,26–35
Some-college,37,Female,36,White,Private,Engineering,36–45
Assoc-acdm,70,Male,43,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Female,41,Black,Local-gov,Other,36–45
HS-grad,40,Male,34,White,State-gov,Other,26–35
Assoc-acdm,40,Male,33,Other,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,47,White,Private,Other,46–55
Less than HS,50,Male,41,White,Private,Other,36–45
HS-grad,40,Male,40,White,Private,Other,36–45
Bachelors,40,Male,28,Black,Private,Engineering,26–35
HS-grad,90,Male,62,White,Self-emp-not-inc,Other,56–65
HS-grad,50,Female,29,White,Private,Other,26–35
Some-college,40,Female,46,White,Private,Business,46–55
HS-grad,60,Male,28,White,Private,Other,26–35
HS-grad,40,Female,57,White,Federal-gov,Other,56–65
Some-college,40,Female,22,White,Private,Business,18–25
Assoc-acdm,40,Female,28,White,Local-gov,Industrial Arts & Consumer Services,26–35
Bachelors,45,Female,24,White,Private,Business,18–25
Bachelors,50,Male,54,White,Self-emp-not-inc,Other,46–55
Less than HS,40,Male,22,White,Private,Other,18–25
Bachelors,40,Female,36,Black,State-gov,Business,36–45
Some-college,40,Female,50,White,Private,Business,46–55
Less than HS,24,Male,18,White,Private,Other,18–25
Assoc-acdm,40,Male,52,White,State-gov,Industrial Arts & Consumer Services,46–55
Bachelors,40,Female,36,White,Private,Business,36–45
Bachelors,55,Female,34,White,Self-emp-not-inc,Health,26–35
Assoc-voc,40,Male,21,White,Private,Industrial Arts & Consumer Services,18–25
HS-grad,40,Male,46,White,Private,Other,46–55
Masters,25,Female,61,White,Local-gov,Health,56–65
Some-college,25,Male,22,White,State-gov,Other,18–25
Prof-school,50,Female,36,White,State-gov,Law & Public Policy,36–45
Masters,40,Female,43,White,Local-gov,Health,36–45
Assoc-acdm,37,Female,25,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services,18–25
Less than HS,30,Male,17,White,Private,Other,NA
Assoc-voc,38,Male,45,White,Private,Industrial Arts & Consumer Services,36–45
Prof-school,80,Male,30,White,Private,Law & Public Policy,26–35
Masters,35,Male,40,White,Private,Health,36–45
Masters,45,Male,31,White,Local-gov,Other,26–35
Bachelors,40,Male,42,White,Private,Business,36–45
HS-grad,40,Male,53,White,Private,Other,46–55
Less than HS,40,Male,37,White,Private,Other,36–45
HS-grad,20,Female,37,White,State-gov,Other,36–45
Some-college,40,Female,54,White,Private,Business,46–55
HS-grad,30,Female,36,White,Private,Other,36–45
Some-college,40,Female,46,White,Private,Business,46–55
Bachelors,48,Male,46,White,Private,Business,46–55
Less than HS,50,Male,32,White,Private,Other,26–35
Less than HS,40,Male,17,White,Private,Other,NA
Bachelors,40,Male,42,Black,State-gov,Health,36–45
HS-grad,40,Male,37,White,Local-gov,Other,36–45
HS-grad,48,Male,29,White,Private,Other,26–35
Bachelors,40,Male,54,White,Private,Business,46–55
Less than HS,48,Male,38,White,Private,Other,36–45
HS-grad,40,Male,46,White,Local-gov,Other,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
Less than HS,40,Male,57,White,Private,Other,56–65
Less than HS,40,Male,59,White,Private,Other,56–65
Bachelors,40,Male,33,White,Private,Business,26–35
HS-grad,40,Female,35,Black,Private,Other,26–35
HS-grad,40,Male,53,White,Private,Other,46–55
HS-grad,40,Male,26,White,Private,Other,26–35
Masters,50,Male,55,White,Self-emp-not-inc,Other,46–55
HS-grad,45,Female,46,Black,Private,Other,46–55
Bachelors,38,Male,44,Amer-Indian-Eskimo,State-gov,Health,36–45
Assoc-voc,60,Male,30,White,Self-emp-not-inc,Industrial Arts & Consumer Services,26–35
Some-college,24,Male,24,White,Private,Other,18–25
Less than HS,37,Female,32,Black,Private,Other,26–35
Bachelors,40,Female,35,White,Private,Business,26–35
Masters,30,Male,67,White,Private,Other,66+
Bachelors,20,Male,56,White,Self-emp-not-inc,Business,56–65
Masters,20,Male,26,Asian-Pac-Islander,Private,Health,26–35
Assoc-acdm,40,Female,46,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,48,Male,52,White,Private,Other,46–55
Some-college,40,Male,38,White,Self-emp-not-inc,Engineering,36–45
HS-grad,50,Male,31,Black,Private,Other,26–35
HS-grad,30,Male,53,White,Private,Other,46–55
HS-grad,40,Male,27,Black,Private,Other,26–35
Bachelors,40,Female,39,White,Private,Business,36–45
HS-grad,40,Male,22,White,Private,Other,18–25
Some-college,35,Male,37,White,Private,Engineering,36–45
HS-grad,30,Male,20,White,Private,Other,18–25
HS-grad,40,Male,60,White,Local-gov,Other,56–65
Assoc-voc,48,Female,51,Black,Private,Industrial Arts & Consumer Services,46–55
Prof-school,50,Female,57,White,Federal-gov,Law & Public Policy,56–65
Some-college,40,Male,59,White,Private,Engineering,56–65
HS-grad,40,Male,37,White,Private,Other,36–45
HS-grad,40,Female,35,White,Private,Other,26–35
Some-college,72,Male,43,White,Private,Business,36–45
Less than HS,35,Male,17,White,Private,Other,NA
Bachelors,50,Male,45,White,Private,Health,36–45
HS-grad,40,Female,18,White,Private,Other,18–25
Less than HS,40,Female,52,White,Private,Other,46–55
Some-college,9,Male,18,White,Private,Other,18–25
Some-college,40,Male,20,Black,Private,Other,18–25
HS-grad,40,Male,34,White,Private,Other,26–35
HS-grad,20,Female,19,Black,Private,Other,18–25
Less than HS,45,Male,17,White,Local-gov,Other,NA
Bachelors,35,Female,30,White,Federal-gov,Business,26–35
Bachelors,45,Female,29,White,Private,Engineering,26–35
Some-college,50,Male,30,White,Private,Business,26–35
Bachelors,37,Female,50,Black,State-gov,Business,46–55
HS-grad,40,Male,22,White,Private,Other,18–25
HS-grad,35,Female,21,White,Private,Other,18–25
Less than HS,40,Male,39,White,Self-emp-not-inc,Other,36–45
Some-college,25,Female,20,White,Private,Other,18–25
Assoc-acdm,7,Female,62,White,Private,Industrial Arts & Consumer Services,56–65
Some-college,38,Female,32,White,Private,Business,26–35
Assoc-acdm,40,Male,38,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,40,Female,32,Black,Private,Engineering,26–35
Bachelors,40,Female,55,White,Private,Business,46–55
Masters,70,Male,38,White,Private,Other,36–45
Less than HS,30,Male,34,White,Private,Other,26–35
HS-grad,20,Male,28,White,Private,Other,26–35
Some-college,37,Female,26,White,Private,Business,26–35
HS-grad,40,Male,41,White,Private,Other,36–45
Doctorate,40,Male,61,White,State-gov,Other,56–65
HS-grad,40,Male,75,White,Self-emp-not-inc,Other,66+
Assoc-voc,50,Female,21,White,Private,Industrial Arts & Consumer Services,18–25
HS-grad,40,Male,50,White,Private,Other,46–55
HS-grad,65,Male,26,White,Private,Other,26–35
Less than HS,40,Male,39,White,Private,Other,36–45
Some-college,40,Male,24,Asian-Pac-Islander,Self-emp-not-inc,Health,18–25
HS-grad,18,Male,56,White,Private,Other,56–65
Less than HS,17,Male,17,Black,Private,Other,NA
HS-grad,52,Male,37,White,Private,Other,36–45
Assoc-voc,30,Female,23,White,Private,Industrial Arts & Consumer Services,18–25
HS-grad,60,Male,57,White,Self-emp-not-inc,Other,56–65
Bachelors,45,Male,42,White,Local-gov,Business,36–45
Bachelors,40,Female,25,White,Private,Business,18–25
Bachelors,20,Male,22,White,Private,Other,18–25
HS-grad,40,Male,39,Black,Private,Other,36–45
Less than HS,40,Female,54,Black,Private,Other,46–55
Bachelors,50,Male,41,White,Self-emp-inc,Business,36–45
HS-grad,40,Male,43,Amer-Indian-Eskimo,Federal-gov,Other,36–45
HS-grad,40,Female,19,White,Private,Other,18–25
Some-college,40,Male,35,White,Private,Health,26–35
HS-grad,60,Male,34,White,Private,Other,26–35
HS-grad,30,Female,19,White,Private,Other,18–25
Some-college,40,Female,33,White,Private,Business,26–35
Some-college,52,Male,33,White,Private,Health,26–35
Masters,65,Male,49,White,Private,Other,46–55
HS-grad,50,Female,31,White,Private,Other,26–35
Assoc-voc,60,Male,41,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Female,24,Other,Private,Other,18–25
HS-grad,38,Female,45,White,State-gov,Other,36–45
Bachelors,45,Male,63,White,Private,Health,56–65
Some-college,16,Male,75,White,Private,Other,66+
HS-grad,40,Male,34,Black,Private,Other,26–35
Bachelors,50,Male,69,Black,Private,Business,66+
Masters,40,Female,33,White,Private,Health,26–35
HS-grad,43,Female,44,White,Private,Other,36–45
Bachelors,40,Male,45,White,Private,Engineering,36–45
Less than HS,20,Female,18,White,Private,Other,18–25
HS-grad,52,Female,48,White,Private,Other,46–55
HS-grad,40,Male,43,White,Private,Other,36–45
HS-grad,60,Male,26,Black,Private,Other,26–35
HS-grad,50,Male,35,White,Private,Other,26–35
Some-college,40,Female,34,Black,Private,Business,26–35
HS-grad,70,Male,48,White,Private,Other,46–55
HS-grad,40,Female,54,Black,Local-gov,Other,46–55
HS-grad,40,Male,57,White,Private,Other,56–65
HS-grad,60,Male,21,White,Private,Other,18–25
Some-college,55,Male,28,Amer-Indian-Eskimo,Private,Business,26–35
Assoc-voc,40,Male,51,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,53,Male,34,White,Local-gov,Other,26–35
Some-college,45,Male,41,White,Local-gov,Business,36–45
Some-college,27,Female,21,White,Private,Business,18–25
Bachelors,58,Male,26,White,Private,Health,26–35
HS-grad,40,Female,66,Asian-Pac-Islander,Private,Other,66+
Doctorate,45,Male,40,Asian-Pac-Islander,Private,Other,36–45
Assoc-acdm,40,Female,48,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,40,Male,41,White,Private,Other,36–45
Bachelors,60,Male,41,White,Private,Business,36–45
Assoc-acdm,40,Male,55,Asian-Pac-Islander,Local-gov,Industrial Arts & Consumer Services,46–55
Bachelors,40,Male,43,White,Private,Business,36–45
Assoc-voc,50,Male,51,White,Private,Industrial Arts & Consumer Services,46–55
Less than HS,40,Male,31,White,Private,Other,26–35
Bachelors,60,Male,30,White,Self-emp-not-inc,Engineering,26–35
HS-grad,40,Female,51,White,Private,Other,46–55
HS-grad,40,Male,31,Amer-Indian-Eskimo,Local-gov,Other,26–35
Some-college,37,Male,18,White,Private,Other,18–25
HS-grad,40,Female,60,White,Private,Other,56–65
HS-grad,40,Female,29,Asian-Pac-Islander,Private,Other,26–35
HS-grad,40,Male,33,White,Private,Other,26–35
Less than HS,40,Male,34,White,Private,Other,26–35
Masters,99,Male,40,White,Self-emp-inc,Other,36–45
Some-college,38,Female,57,White,Private,Other,56–65
Bachelors,60,Female,55,White,Local-gov,Health,46–55
Assoc-acdm,60,Male,40,White,Self-emp-not-inc,Industrial Arts & Consumer Services,36–45
Bachelors,35,Female,26,White,State-gov,Business,26–35
Some-college,40,Male,29,Amer-Indian-Eskimo,Private,Business,26–35
Bachelors,40,Female,30,White,Private,Business,26–35
Masters,50,Male,29,White,Private,Other,26–35
Some-college,50,Male,43,White,Private,Other,36–45
Less than HS,8,Female,65,White,Private,Other,56–65
Some-college,35,Male,19,Asian-Pac-Islander,Private,Business,18–25
HS-grad,50,Male,35,Asian-Pac-Islander,Private,Other,26–35
HS-grad,40,Male,28,White,Private,Other,26–35
HS-grad,40,Male,34,White,Private,Other,26–35
Assoc-voc,60,Male,61,White,Private,Industrial Arts & Consumer Services,56–65
HS-grad,32,Female,63,White,Local-gov,Other,56–65
Bachelors,40,Male,47,White,State-gov,Business,46–55
Some-college,40,Male,31,White,Private,Engineering,26–35
Some-college,30,Male,18,White,Private,Other,18–25
Bachelors,45,Male,29,White,Private,Business,26–35
HS-grad,40,Male,59,White,Private,Other,56–65
Masters,62,Male,50,White,Private,Other,46–55
Less than HS,50,Male,49,White,Private,Other,46–55
Bachelors,45,Male,60,White,Private,Business,56–65
Masters,40,Male,35,White,Self-emp-not-inc,Other,26–35
HS-grad,40,Male,48,White,Federal-gov,Other,46–55
HS-grad,40,Male,41,Black,Private,Other,36–45
Some-college,50,Male,56,White,Private,Engineering,56–65
Less than HS,40,Male,26,Black,Private,Other,26–35
HS-grad,40,Female,53,White,Private,Other,46–55
HS-grad,40,Male,23,Black,Private,Other,18–25
Less than HS,50,Male,58,White,Private,Other,56–65
HS-grad,40,Male,61,White,Private,Other,56–65
Some-college,60,Male,29,White,Private,Other,26–35
HS-grad,40,Male,22,White,Private,Other,18–25
Bachelors,50,Male,43,White,Private,Business,36–45
Some-college,30,Male,31,White,Private,Other,26–35
HS-grad,40,Male,90,White,Private,Other,66+
Assoc-voc,40,Female,53,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,40,Male,55,Black,Private,Other,46–55
Doctorate,60,Female,34,White,State-gov,Other,26–35
Some-college,55,Male,28,White,Private,Other,26–35
HS-grad,40,Female,36,Black,Private,Other,36–45
Bachelors,40,Female,33,Black,Private,Health,26–35
Less than HS,12,Female,17,White,Private,Other,NA
Less than HS,40,Male,38,White,Private,Other,36–45
Assoc-voc,60,Male,60,White,Private,Industrial Arts & Consumer Services,56–65
Bachelors,50,Male,34,White,Private,Business,26–35
Less than HS,40,Male,57,White,Private,Other,56–65
HS-grad,60,Male,39,White,Private,Other,36–45
Bachelors,80,Male,50,White,Self-emp-not-inc,Other,46–55
Bachelors,40,Male,45,Asian-Pac-Islander,Private,Health,36–45
Bachelors,35,Male,37,White,Private,Business,36–45
Some-college,48,Male,27,White,Private,Other,26–35
Bachelors,45,Female,43,White,Private,Business,36–45
Some-college,36,Female,41,Black,Private,Engineering,36–45
Masters,25,Male,20,White,Private,Other,18–25
Masters,20,Female,44,White,Private,Other,36–45
Assoc-voc,50,Male,50,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,45,Female,54,White,Private,Other,46–55
Bachelors,60,Female,31,White,Private,Business,26–35
Some-college,35,Female,33,White,Private,Business,26–35
Less than HS,50,Male,22,White,Private,Other,18–25
Some-college,40,Male,46,White,Private,Engineering,46–55
Bachelors,40,Female,30,Asian-Pac-Islander,Private,Business,26–35
Some-college,25,Male,57,White,Self-emp-not-inc,Business,56–65
HS-grad,40,Male,26,White,Private,Other,26–35
Assoc-acdm,40,Male,52,White,Local-gov,Industrial Arts & Consumer Services,46–55
Masters,45,Female,55,White,Local-gov,Health,46–55
Bachelors,40,Male,47,White,Private,Business,46–55
HS-grad,40,Male,19,White,Private,Other,18–25
HS-grad,40,Male,26,White,Private,Other,26–35
Assoc-acdm,40,Female,44,White,Private,Industrial Arts & Consumer Services,36–45
Masters,40,Male,42,White,Private,Other,36–45
Some-college,60,Male,39,White,Private,Business,36–45
HS-grad,50,Female,26,White,Private,Other,26–35
Masters,20,Male,26,White,Private,Health,26–35
Masters,55,Male,50,White,Self-emp-inc,Other,46–55
Masters,50,Male,46,White,Self-emp-not-inc,Other,46–55
Some-college,20,Male,18,White,Private,Engineering,18–25
Bachelors,60,Male,26,Asian-Pac-Islander,Private,Business,26–35
Bachelors,40,Male,32,White,Private,Business,26–35
Less than HS,34,Female,50,White,Private,Other,46–55
Some-college,40,Male,47,White,Local-gov,Business,46–55
HS-grad,25,Female,52,White,Private,Other,46–55
Some-college,40,Male,25,White,Federal-gov,Business,18–25
Less than HS,40,Male,42,White,Local-gov,Other,36–45
HS-grad,45,Male,53,White,Private,Other,46–55
HS-grad,8,Female,30,Amer-Indian-Eskimo,Private,Other,26–35
Less than HS,36,Male,23,White,Private,Other,18–25
Some-college,60,Male,32,White,Private,Other,26–35
HS-grad,25,Male,29,White,Self-emp-inc,Other,26–35
Assoc-acdm,40,Male,40,White,Private,Industrial Arts & Consumer Services,36–45
Masters,40,Male,45,White,State-gov,Health,36–45
Bachelors,40,Male,55,White,Private,Health,46–55
Masters,40,Male,59,White,Local-gov,Health,56–65
Assoc-voc,40,Male,56,White,Private,Industrial Arts & Consumer Services,56–65
Less than HS,50,Male,23,White,Private,Other,18–25
HS-grad,40,Male,37,White,Local-gov,Other,36–45
HS-grad,48,Male,25,White,Private,Other,18–25
Less than HS,24,Female,27,White,Private,Other,26–35
HS-grad,40,Female,21,White,Private,Other,18–25
HS-grad,40,Male,47,White,Local-gov,Other,46–55
Some-college,60,Male,38,White,Private,Other,36–45
Masters,33,Female,62,White,Local-gov,Health,56–65
Some-college,40,Male,27,White,Private,Business,26–35
HS-grad,40,Female,27,Black,Private,Other,26–35
Some-college,40,Female,40,White,Private,Business,36–45
Some-college,55,Male,22,Black,Self-emp-not-inc,Business,18–25
HS-grad,60,Male,33,White,Private,Other,26–35
Assoc-voc,5,Female,28,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,28,White,Private,Other,26–35
HS-grad,55,Male,29,White,Private,Other,26–35
Less than HS,40,Female,46,White,Private,Other,46–55
HS-grad,40,Male,30,White,Private,Other,26–35
Some-college,40,Male,28,Black,Private,Engineering,26–35
Bachelors,40,Male,39,White,Private,Business,36–45
Some-college,40,Male,35,White,Private,Business,26–35
Some-college,39,Female,50,White,Private,Business,46–55
Less than HS,20,Female,63,White,Private,Other,56–65
Assoc-voc,48,Male,56,White,Private,Industrial Arts & Consumer Services,56–65
Some-college,40,Male,46,White,Private,Business,46–55
Some-college,30,Female,19,White,Private,Other,18–25
HS-grad,15,Female,31,White,Private,Other,26–35
Masters,40,Male,51,White,State-gov,Other,46–55
Less than HS,5,Male,17,White,Private,Other,NA
Some-college,40,Female,27,Asian-Pac-Islander,Local-gov,Business,26–35
Some-college,45,Male,30,White,Private,Business,26–35
Some-college,20,Female,18,White,Private,Business,18–25
Some-college,40,Male,41,White,Private,Business,36–45
Masters,40,Female,40,White,Local-gov,Health,36–45
Bachelors,50,Male,35,White,Private,Business,26–35
HS-grad,10,Female,29,White,Private,Other,26–35
Bachelors,55,Male,27,White,Private,Business,26–35
Less than HS,50,Male,25,White,Private,Other,18–25
Less than HS,40,Female,53,Black,Private,Other,46–55
Bachelors,35,Male,53,White,Private,Other,46–55
HS-grad,50,Male,26,White,State-gov,Other,26–35
Bachelors,70,Male,41,White,Private,Health,36–45
HS-grad,70,Male,28,White,Private,Other,26–35
Masters,60,Male,48,White,State-gov,Health,46–55
Bachelors,30,Male,22,White,Private,Business,18–25
Prof-school,40,Male,40,White,Federal-gov,Law & Public Policy,36–45
Bachelors,60,Male,52,White,Self-emp-inc,Business,46–55
Masters,35,Female,53,Black,Local-gov,Health,46–55
Some-college,50,Male,40,White,Private,Engineering,36–45
Assoc-acdm,75,Male,57,White,Private,Industrial Arts & Consumer Services,56–65
Assoc-voc,40,Male,53,White,Self-emp-not-inc,Industrial Arts & Consumer Services,46–55
Some-college,8,Female,23,White,Private,Business,18–25
Some-college,40,Male,31,White,Self-emp-not-inc,Engineering,26–35
Less than HS,28,Male,20,White,Private,Other,18–25
Prof-school,20,Female,25,White,Private,Law & Public Policy,18–25
Some-college,40,Female,37,Black,Private,Business,36–45
HS-grad,40,Male,50,White,Private,Other,46–55
HS-grad,35,Male,34,White,Self-emp-not-inc,Other,26–35
Bachelors,50,Male,37,White,Private,Business,36–45
Bachelors,45,Male,52,White,Private,Business,46–55
Assoc-voc,90,Male,29,White,Self-emp-not-inc,Industrial Arts & Consumer Services,26–35
Some-college,40,Male,49,White,Private,Business,46–55
Some-college,40,Female,31,White,Private,Other,26–35
HS-grad,40,Male,47,White,Private,Other,46–55
HS-grad,70,Male,51,White,Self-emp-not-inc,Other,46–55
HS-grad,50,Female,27,White,Private,Other,26–35
Bachelors,40,Male,23,White,Private,Business,18–25
HS-grad,46,Male,55,White,Private,Other,46–55
Some-college,50,Male,28,White,Private,Business,26–35
Bachelors,40,Female,31,White,Local-gov,Health,26–35
HS-grad,40,Male,30,Black,Private,Other,26–35
Bachelors,60,Male,23,White,Private,Health,18–25
HS-grad,50,Male,19,White,Private,Other,18–25
Some-college,25,Male,22,White,Private,Business,18–25
HS-grad,25,Female,50,White,Private,Other,46–55
HS-grad,35,Male,21,White,Private,Other,18–25
Some-college,40,Male,75,White,Self-emp-inc,Business,66+
HS-grad,40,Male,29,Asian-Pac-Islander,Private,Other,26–35
Some-college,40,Male,47,White,Private,Engineering,46–55
HS-grad,40,Male,20,White,Private,Other,18–25
HS-grad,40,Male,33,White,Private,Other,26–35
Doctorate,45,Male,45,Asian-Pac-Islander,Private,Other,36–45
Assoc-voc,43,Female,41,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,23,White,Private,Other,18–25
Bachelors,50,Male,38,White,Private,Business,36–45
Some-college,41,Male,67,White,State-gov,Business,66+
Some-college,35,Male,21,White,Private,Engineering,18–25
Some-college,45,Male,38,White,Private,Health,36–45
HS-grad,40,Male,31,White,Private,Other,26–35
Some-college,40,Male,59,White,Self-emp-not-inc,Business,56–65
HS-grad,40,Male,36,White,Private,Other,36–45
Some-college,40,Male,50,White,Local-gov,Health,46–55
Less than HS,40,Male,60,White,Self-emp-inc,Other,56–65
Masters,45,Male,30,White,Private,Other,26–35
Bachelors,50,Male,28,White,Self-emp-inc,Business,26–35
Some-college,60,Male,36,White,Private,Engineering,36–45
HS-grad,40,Male,27,White,Private,Other,26–35
Less than HS,20,Female,18,White,Private,Other,18–25
Some-college,40,Male,44,White,Local-gov,Business,36–45
Less than HS,40,Male,56,Black,Private,Other,56–65
Bachelors,40,Male,51,Black,Self-emp-inc,Business,46–55
Bachelors,45,Male,48,White,Private,Health,46–55
Assoc-voc,45,Male,31,White,Private,Industrial Arts & Consumer Services,26–35
Assoc-voc,40,Male,35,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,35,White,Private,Other,26–35
Some-college,40,Male,36,White,Private,Engineering,36–45
Assoc-acdm,65,Male,47,White,Self-emp-not-inc,Industrial Arts & Consumer Services,46–55
Some-college,25,Male,23,White,Private,Other,18–25
Some-college,20,Female,21,Black,Private,Business,18–25
Some-college,60,Female,49,Black,Private,Business,46–55
Prof-school,60,Male,51,White,Self-emp-inc,Law & Public Policy,46–55
Assoc-voc,40,Male,46,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,45,Male,31,White,Private,Other,26–35
HS-grad,40,Male,27,White,Private,Other,26–35
Some-college,40,Male,48,White,Private,Engineering,46–55
Some-college,40,Female,30,Black,Private,Business,26–35
Bachelors,50,Male,29,White,Local-gov,Health,26–35
Masters,50,Female,50,White,Federal-gov,Other,46–55
HS-grad,35,Male,18,Black,Private,Other,18–25
HS-grad,55,Male,37,White,Private,Other,36–45
HS-grad,60,Male,51,White,Self-emp-not-inc,Other,46–55
HS-grad,47,Male,31,White,Private,Other,26–35
Assoc-voc,40,Male,29,Black,Private,Industrial Arts & Consumer Services,26–35
Less than HS,40,Male,39,White,Private,Other,36–45
Some-college,40,Male,48,Black,Private,Business,46–55
Bachelors,50,Male,44,White,Private,Business,36–45
Less than HS,40,Male,39,White,Private,Other,36–45
Less than HS,35,Male,22,White,Local-gov,Other,18–25
Less than HS,40,Male,42,White,Private,Other,36–45
HS-grad,33,Female,18,White,Private,Other,18–25
Some-college,25,Female,27,White,Private,Business,26–35
Less than HS,40,Female,51,Black,Private,Other,46–55
Some-college,40,Male,27,White,Self-emp-not-inc,Business,26–35
Less than HS,50,Male,60,White,Self-emp-not-inc,Other,56–65
Less than HS,40,Male,36,White,Private,Other,36–45
Bachelors,60,Male,45,Asian-Pac-Islander,Private,Business,36–45
HS-grad,52,Male,40,White,Private,Other,36–45
Some-college,40,Male,63,White,Private,Health,56–65
HS-grad,50,Male,41,Black,Private,Other,36–45
HS-grad,48,Female,34,White,Private,Other,26–35
Some-college,40,Male,34,White,Private,Business,26–35
Bachelors,40,Female,31,White,Private,Business,26–35
Assoc-acdm,15,Female,22,White,State-gov,Industrial Arts & Consumer Services,18–25
Some-college,50,Male,49,White,Private,Business,46–55
Prof-school,50,Male,36,White,Private,Law & Public Policy,36–45
Bachelors,37,Male,27,White,Private,Engineering,26–35
HS-grad,60,Male,52,White,Self-emp-not-inc,Other,46–55
HS-grad,50,Male,29,Black,Private,Other,26–35
Less than HS,35,Male,27,White,Private,Other,26–35
HS-grad,65,Female,42,White,Private,Other,36–45
Bachelors,40,Female,49,White,Self-emp-not-inc,Business,46–55
Some-college,50,Male,24,White,Private,Engineering,18–25
HS-grad,20,Male,22,White,Private,Other,18–25
Bachelors,40,Male,30,White,Self-emp-not-inc,Business,26–35
Some-college,40,Male,28,White,Private,Other,26–35
Assoc-voc,40,Male,20,White,Private,Industrial Arts & Consumer Services,18–25
Prof-school,43,Male,45,White,Self-emp-inc,Law & Public Policy,36–45
HS-grad,50,Female,39,White,Private,Other,36–45
Prof-school,66,Male,43,White,Private,Law & Public Policy,36–45
